time,P,G(i),H_sun,T2m,WS10m,Int
20190118:0530,176.78,241.37,10.34,0.0,0.0,0.0
20190118:0630,0.0,0.0,-3.35,0.0,0.0,0.0
20190118:0730,0.0,0.0,-16.66,0.0,0.0,0.0
20190118:0830,0.0,0.0,0.0,0.0,0.0,0.0
20190118:0930,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1030,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1130,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1230,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1330,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1430,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1530,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1630,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1730,0.0,0.0,0.0,0.0,0.0,0.0
20190118:1830,1.21,9.13,12.7,0.0,0.0,0.0
20190118:1930,99.79,129.05,26.63,0.0,0.0,0.0
20190118:2030,318.16,366.85,40.65,0.0,0.0,0.0
20190118:2130,451.17,520.86,54.68,0.0,0.0,0.0
20190118:2230,631.23,750.29,68.47,0.0,0.0,0.0
20190118:2330,710.36,859.69,80.62,0.0,0.0,0.0
20190119:0030,689.53,832.72,79.09,0.0,0.0,0.0
20190119:0130,718.98,874.9,66.27,0.0,0.0,0.0
20190119:0230,656.76,788.85,52.38,0.0,0.0,0.0
20190119:0330,567.57,675.7,38.32,0.0,0.0,0.0
20190119:0430,356.92,428.16,24.29,0.0,0.0,0.0
20190119:0530,193.0,279.2,10.37,0.0,0.0,0.0
20190119:0630,0.0,0.0,-3.33,0.0,0.0,0.0
20190119:0730,0.0,0.0,-16.67,0.0,0.0,0.0
20190119:0830,0.0,0.0,0.0,0.0,0.0,0.0
20190119:0930,0.0,0.0,0.0,0.0,0.0,0.0
20190119:1030,0.0,0.0,0.0,0.0,0.0,0.0
20190119:1130,0.0,0.0,0.0,0.0,0.0,0.0
20190119:1230,0.0,0.0,0.0,0.0,0.0,0.0
